voter_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0
3,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,0
5,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
6,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0
7,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,1,1,0,0,0
8,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
9,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
10,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0
13,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0
15,0,1,0,0,-1,1,0,0,0,0,0,-1,0,1,0,0,0,-1,0,-1
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,1,1,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0
19,1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,1,0,0
23,-1,-1,-1,0,0,1,0,0,-1,0,0,1,0,0,0,-1,0,0,0,0
24,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0
25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0
28,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
30,0,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
31,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,1,1,0,0,-1,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0
33,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
34,1,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,0
35,0,0,1,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0
36,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,1,-1,0,0,-1,0,-1,1,0,0,0,-1,0
40,1,1,0,-1,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0
41,0,0,1,0,0,1,0,0,0,0,-1,1,1,0,0,0,-1,0,0,1
42,-1,1,0,-1,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,1,0
43,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0
44,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1
45,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0
48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
49,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
50,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
51,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,1
55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,1,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0
59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0
61,0,0,0,0,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0
62,0,1,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0
63,1,0,0,0,0,0,0,0,-1,0,1,0,-1,-1,-1,0,0,-1,0,0
64,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0
65,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0
67,1,0,1,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
68,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0
69,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
70,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,0,1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1
72,1,1,0,0,1,0,-1,1,0,0,0,0,1,-1,-1,0,0,-1,0,0
73,1,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0
76,1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0
77,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0
78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0
79,0,-1,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0
80,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
81,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1
82,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0
83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-1,0,0,0,0
85,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,1,0,0,-1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0
90,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,1,0,0
91,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-1,0,1,0,0
92,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
93,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
94,0,1,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0
95,1,1,1,1,0,0,0,1,0,0,-1,0,0,0,0,-1,1,0,0,-1
96,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,1
97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
98,-1,1,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
99,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
