voter_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1,1,0,0,1,0,0,1,1,1,1,-1,1,1,1,0,1,1,1,1
1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1
3,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
4,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,-1,1,0,1
5,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1
6,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
7,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
8,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
9,1,1,1,1,-1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1
10,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,-1,1,1,1
11,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,0,1,0,-1,1,0,1,1,0,0
13,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1
14,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,-1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0
16,0,1,0,1,1,0,1,1,1,1,-1,1,0,0,1,1,0,1,1,1
17,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0
18,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1
19,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0
20,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
21,0,1,0,1,0,1,0,1,-1,1,0,1,-1,0,1,1,1,0,1,1
22,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1
23,0,1,1,0,0,1,-1,1,1,1,0,1,1,0,1,1,1,0,1,1
24,1,1,1,1,1,1,-1,1,1,1,0,1,0,1,0,0,1,1,1,1
25,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1
26,1,1,1,-1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
27,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0
28,1,1,1,1,-1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0
29,1,1,0,1,1,0,0,0,1,1,1,1,-1,0,1,1,0,1,1,0
30,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
31,1,1,1,1,0,1,1,0,0,0,1,0,-1,0,1,1,1,1,1,1
