voter_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
2,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
3,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
5,-1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1
6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
7,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
8,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0
9,-1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1
10,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
11,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,-1,1,0,1,1
12,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
13,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,-1,0,0,1
15,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
16,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0
17,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
18,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0
19,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1
20,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,-1,1,0
21,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1
22,0,1,0,1,1,-1,0,1,1,1,1,0,0,1,1,1,0,1,0,1
23,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
24,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
25,0,0,0,1,1,0,1,-1,1,1,1,0,1,1,1,1,1,0,1,0
26,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0
27,0,1,0,0,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1
28,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1
29,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
30,1,-1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1
31,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0
32,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1
33,1,0,1,1,1,0,-1,0,1,1,1,1,0,0,1,1,0,1,1,1
34,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1
35,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0
36,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,1
38,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
39,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,-1
40,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1
41,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
42,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1
43,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1
44,1,1,0,1,1,1,1,1,1,1,1,0,1,1,-1,0,1,1,1,1
45,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
46,1,0,1,1,1,1,1,0,1,-1,1,1,1,0,0,1,0,1,0,1
47,1,0,1,1,1,1,-1,0,0,1,1,1,1,1,0,0,0,1,1,1
48,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
49,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1
50,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1
51,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1
52,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
53,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1
54,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
55,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0
56,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
